id_polo,uf_polo,municipio_polo,nome_polo,nome_fantasia,polo_logradouro,polo_numero,polo_bairro,polo_cep,polo_complemento
640,PR,Ponta Grossa,PONTA GROSSA - UVARANAS,ESCOLA MUL. CEL. CLAUDIO GONCALVES GUIMARAES,Rua Bonifácio Ribas,240,Uvaranas,84025155,
646,MS,Porto Murtinho,PORTO MURTINHO - CENTRO,POLO DE FORMACAO ACADEMICA DE PORTO MURTINHO,Av. Larangeira,264,centro,79280000,Prédio da antiga prefeitura
647,TO,Porto Nacional,PORTO NACIONAL - CENTRO,POLO DE APOIO PRESENCIAL DE PORTO NACIONAL,Rua Getúlio Vargas,,Centro,77013020,Esquina com a rua Bartolomeu Bueno
649,RO,Porto Velho,PORTO VELHO - CENTRO,CENTRO DE FORMACAO DE PROFISSIONAIS DA EDUCACAO,Rua José do Patrocinio,512,Centro,76801050,entre ruas Rogério Weber com Euclides da Cunha
650,GO,Posse,POSSE - CENTRO,POLO UAB - POSSE-GO,Rua:  DR. Antônio Marcos Gouveia,89,Centro,73900000,
651,SC,Pouso Redondo,POUSO REDONDO - PROGRESSO,POLO DE POUSO REDONDO,Avenida 1º de Maio,,Progresso,89172000,
652,SE,Propriá,PROPRIA - AMERICA,POLO PROF MANOEL FERREIRA ROCHA - PROPRIA,Rua América II,,America,49900000,
653,CE,Quiterianópolis,QUITERIANOPOLIS - SANTA CLARA,POLO DE EDUCACAO SEMIPRESENCIAL JOAO LOPES CAVALCANTE - UAB/QUITERIANOPOLIS,Avenida Santa Clara,s/n,Santa Clara,63650000,"Entrada da Cidade,proximo ao Posto SC"
656,PE,Recife,RECIFE - MADALENA,POLO MUNICIPAL ITINERANTE DO RECIFE,Rua Real da Torre,229,Madalena,50050390,
661,RJ,Rio das Flores,RIO DAS FLORES - CENTRO,POLO UAB - RIO DAS FLORES,Rua Cel. Eurico de Lacerda Castro,12,Centro,27660000,
662,RJ,Rio das Ostras,RIO DAS OSTRAS - ZONA ESPECIAL DE NEGOCIOS- ZEN,POLO RIO DAS OSTRAS,rua do Engenheiro,,Zona Especial de Negócios- ZEN,28890000,"quadra, f lt 9C"
664,PR,Rio Negro,RIO NEGRO - SEMINARIO,RIO NEGRO/PR,Rua Juvenal Ferreira Pinto,2070,Seminário,83880000,Prédio
667,RS,Rosário do Sul,ROSARIO DO SUL - CENTENARIO,POLO DE APOIO PRESENCIAL UAB DE ROSARIO DO SUL,AV. RAFAEL GONÇALVES,435,CENTENÁRIO,97590000,Anexo a Escola M. E. Fundamental PROF LEÃO WARREN
669,MA,Santa Inês,SANTA INES - SABBAK,UNIVERSIDADE ABERTA DO BRASIL ''VALE DO PINDARE E REGIAO'',RUA SANTA LUZIA ,55,SABBAK,65300000,
671,SP,Santa Isabel,SANTA ISABEL - TREZE DE MAIO,SANTA ISABEL-SP,Rua Fernandes Cardoso,240,Treze de Maio,7500000,Escola Municipal Oscar Ferreira de Godoy
672,AM,Santa Isabel do Rio Negro,SANTA ISABEL DO RIO NEGRO - SAO JUDAS TADEU,ESCOLA TEM. BRIGADEIRO EDUARDO GOMES,Avenida Eduardo Gomes,,São Judas Tadeu,69740000,
674,DF,Brasília,BRASILIA - SANTA MARIA,DF DIGITAL - SANTA MARIA,QUADRA CENTRAL 01 CONJUNTO H         ,8,SANTA MARIA,72535080,AVENIDA  ALAGADOS
677,MA,Santa Quitéria do Maranhão,SANTA QUITERIA DO MARANHAO - MUTIRAO,PE. AMERICO DE OLIVEIRA HENRIQUES,João de Deus,S/N,Mutirão,65540000,Rua
678,ES,Santa Teresa,SANTA TERESA - CENTRO,POLO UAB DE SANTA TERESA - CENTRO DE FORMACAO CONTINUADA DE PROFESSSORES,Avenida Jerônimo Vervloett,145,Centro,29650000,
683,MA,Santo Antônio dos Lopes,SANTO ANTONIO DOS LOPES - CENTRO,POLO UAB PROFESSORA CLAUDETE - SANTO ANTONIO DOS LOPES,Rua 07 de Setembro,,Centro,,
684,BA,Santo Estêvão,SANTO ESTEVAO - CENTRO,POLO DE APOIO PRESENCIAL -UAB  SANTO ESTEVAO-BA,Rua Desembargador Felinto Bastos,S/N,Centro,44190000,Escola Edivaldo Machado Boaventura
685,SP,Santos,SANTOS - VILA NOVA,POLO UAB-SANTOS,Rua Sete de Setembro,34,Vila Nova,11013350,
686,PB,São Bento,SAO BENTO - CICERO DIAS,POLO DE SAO BENTO,Rua Joaquim Ferreira Lúcio,213,Cícero Dias,58865000,
687,SC,São Bento do Sul,SAO BENTO DO SUL - CENTENARIO,POLO UAB - SAO BENTO DO SUL,Luiz Fernando Hastreiter,180,Centenário,89283081,
694,SP,São João da Boa Vista,SAO JOAO DA BOA VISTA - CENTRO,POLO REGIONAL DE EXCELENCIA TECNOLOGICA DE SAO JOAO DA BOA VISTA,Rua Riachuelo,444,Centro,13870234,
695,MG,São João da Ponte,SAO JOAO DA PONTE - INDUSTRIAL,POLO DA UAB-SAO JOAO DA PONTE,Travessa Antonio Magalhães,29,Industrial,39430000,Em frente ao Banco do Brasil/ Prédio da FUNIR
696,MA,São João dos Patos,SAO JOAO DOS PATOS - SAO RAIMUNDO,POLO DE APOIO PRESENCIALDE ENSINO SUPERIOR DE SAO JOAO DOS PATOS,Rua Hermes da Fonseca,s/n,SÃO RAIMUNDO,65665000,
697,SC,São José,SAO JOSE - FORQUILHINHAS,POLO UAB - SAO JOSE/SC,"Rua ""D""",s/n,Forquilhinhas,88106735,
698,AL,São José da Laje,SAO JOSE DA LAJE - NOVO CENTRO COMERCIAL,POLO UAB DE SAO JOSE DA LAJE,Rua Eneias Marinho,s/n,Novo Centro Comercial,57860000,
699,SP,São José do Rio Preto,SAO JOSE DO RIO PRETO - VILA IMPERIAL,POLO UAB - SAO JOSE DO RIO PRETO,Rua General Glicério,3947,Vila Imperial,15015400,
707,SC,São Miguel do Oeste,SAO MIGUEL DO OESTE - SAO GOTARDO,POLO UAB REGIONAL DE SAO MIGUEL DO OESTE,Rua São Cristovão,700,São Gotardo,89900000,
710,RS,São Sepé,SAO SEPE - CENTRO,POLO DE EDUCACAO SUPERIOR  SEPE TIARAJU - UAB - SAO SEPE,Rua Coronel Veríssimo,1177,Centro,97340000,
711,RS,Sapiranga,SAPIRANGA - CENTRO,POLO UNIVERSITARIO DE EDUCACAO A DISTANCIA  DE SAPIRANGA,Rua Padre Réus,273,centro,93800000,
712,RS,Sapucaia do Sul,SAPUCAIA DO SUL - PARAISO,POLO UAB - SAPUCAIA DO SUL,Atalibio Trindade Figueiredo,4,Paraiso,93220754,
713,PR,Sarandi,SARANDI - JARDIM INDEPENDENCIA III PARTE,POLO DE APOIO PRESENCIAL  DE SARANDI,Rua Castro Alves,3225,Jardim Independência III parte,87114090,
714,BA,Seabra,SEABRA - CENTRO,CENTRO EDUCACIONAL DE SEABRA - POLO UAB 18- SEABRA,Av. Franklin de Queiroz,595,Centro,46900000,
715,RS,Serafina Corrêa,SERAFINA CORREA - GRAMADINHO/ SANTA LUCIA,ESCOLA MUNICIPAL DE ENSINO FUDAMENTAL LEONORA MARCHIOR,Rua Minuano,135,Gramadinho/ Santa Lúcia,99250000,
716,SP,Serrana,SERRANA - JARDIM CRISTINA,OFICINA CULTURAL YOLANDA MINTO DUZZI,Rua Santa Cruz,1725,Jardim Cristina,14150000,
719,MG,Sete Lagoas,SETE LAGOAS - DISTRITO INDUSTRIAL,POLO DE APOIO PRESENCIAL DE SETE LAGOAS,Av. Prefeito Alberto Moura ,1111,Distrito Industrial,35702383,
721,BA,Sítio do Quinto,SITIO DO QUINTO - CENTRO,POLO UAB DE APOIO PRESENCIAL SITIO DO QUINTO-BA,Rua Eutímio Pedro de Santana,S/Nº,CENTRO,48565000,CASA
724,MT,Sorriso,SORRISO - CENTRO,SORRISO,Avenida Brasil ,850,Centro,78890000,Escola Ivete Lourdes Arenhardt
725,PE,Surubim,SURUBIM - SAO JOSE,UAB POLO SURUBIM,RUA FREI IBIAPINA,300,SÃO JOSÉ,55750000,PRÓXIMO AO PSF
726,PE,Tabira,TABIRA - JUREMINHA,TABIRA,Rua São Cristovão ,S/N,Jureminha,56780000,
727,PB,Taperoá,TAPEROA - ALTO DA CONCEICAO,UFPB - VIRTUAL UAB POLO TAPEROA,Rua Coronel Dorgival Vilar Filho,287,Alto da Conceição,58680000,Prédio
728,CE,Tauá,TAUA - COLIBRIS,POLO DE EDUCACAO SEMIPRESENCIAL DE TAUA/CEARA,Rua Antônio Benevides,1,Colibris,63660000,
729,AM,Tefé,TEFE - JURUA,POLO DE APOIO PRESENCIAL UAB/TEFE,Rua João Stéfano,625,Juruá,69470000,
731,PR,Telêmaco Borba,TELEMACO BORBA - NOSSA SENHORA DO PERPETUO SOCORRO-BNH,POLO UNIVERSITARIO DE APOIO PRESENCIAL DE  TELEMACO BORBA,Rua Guarani,s/n,Nossa Senhora do Perpétuo Socorro-BNH,84265150,Campus Universitárioi de Telêmaco Borba
733,MA,Timbiras,TIMBIRAS - CENTRO,UNIVERSIDADE MUNICIPAL ABERTA DE TIMBIRAS,Travessa das Flores,,Centro,65420970,
734,MG,Timóteo,TIMOTEO - CENTRO NORTE,POLO UAB DE TIMOTEO,Alameda 31 de Outubro,405,Centro Norte,35180014,
735,MG,Tiradentes,TIRADENTES - PARQUE DAS ABELHAS,POLO DE APOIO PRESENCIAL DE TIRADENTES,Rua José Batista de Carvalho,59,Parque Das Abelhas,36325000,
742,MG,Uberlândia,UBERLANDIA - BRASIL,POLO DE APOIO PRESENCIAL DE UBERLANDIA -UAB,Avenida Professor José Inácio de Souza,1958,Brasil,38400732,
744,PR,Umuarama,UMUARAMA - JARDIM SAO FERNANDES,POLO DE APOIO PRESENCIAL DE UMUARAMA,"Rua I, ",20-47,Jardim São Fernandes,87508176,
746,PI,União,UNIAO - SAO SEBASTIAO,UNIDADE ESCOLAR FENELON CASTELO BRANCO,Rua José Moita,s/nº,São Sebastião,64120000,
747,GO,Uruaçu,URUACU - CENTRO,POLO DE APOIO PRESENCIAL UAB DE URUACU - GO,Rua Coronel Aristides Ribeiro Freitas,s/n,Centro,76400000,Q. 09 lotes 22-28
748,MG,Urucuia,URUCUIA -  CENTRO,POLO UAB DE URUCUIA,Rodovia MG 202 Km 120,S/N, Centro,39315000,Referência Vila Olímpica
750,BA,Valença,VALENCA - URBIS,POLO UAB - VALENCA (FABS - FACULDADE ABERTA DO BAIXO SUL),"Caminho 08, rua A",1,Urbis,45400000,Colégio Estadual Jõao Cardoso dos Santos
751,PI,Valença do Piauí,VALENCA DO PIAUI - CENTRO,POLO DE APOIO PRESENCIAL DE VALENCA,Avenida 15 de Novembro,S/N,Centro,64300000,
753,ES,Venda Nova do Imigrante,VENDA NOVA DO IMIGRANTE - CENTRO,POLO MUNICIPAL  DE APOIO PRESENCIAL DA UAB-2,Avenida Evandi Américo Comarela,385,Centro,29375000,3º Piso Andar da Prefeitura Municipal VNI
757,RS,Vila Flores,VILA FLORES - CENTRO,POLO VILA FLORES,Rua Armando Criveletto,146,Centro,95334970,
762,BA,Vitória da Conquista,VITORIA DA CONQUISTA - RECREIO,POLO UAB VITORIA DA CONQUISTA,Rua Sifredo Pedral Sampaio ,s/n,Recreio,45020190,Antiga Escola Maria Viana - Antiga Rua 10 de Novembro
764,SP,Votorantim,VOTORANTIM - CENTRO,POLO DE APOIO PRESENCIAL UAB VOTORANTIM,Avenida Vereador Newton Vieira Soares,291,Centro,18110013,
765,SP,Votuporanga,VOTUPORANGA - VILA MUNIZ,POLO MUNICIPAL DE VOTUPORANGA - UAB,Rua Pernambuco,1736,Vila Muniz,15501095,
767,SC,Braço do Norte,BRACO DO NORTE - VILA NOVA,BRACO DO NORTE,Rua João Bloemer Filho,233,Vila Nova,88750000,Anexo a Escola Municipal Pedro Marcolino Guesser
768,MG,Buritizeiro,BURITIZEIRO - JARDIM DOS BURITIS,BURITIZEIRO,Rua Vinte,101,Jardim dos Buritis,39280000,
780,MA,São Luís,SAO LUIS - JARDIM RENASCENCA,POLO SAO LUIS,Rua das Andirobas,26,Jardim Renascença,65075040,
784,MT,Colíder,COLIDER - SANTA CLARA,CENTRO DE APOIO DE COLIDER PRO-LICENCIATURA I,Avenida Daury Riva,962,Santa Clara,78500000,Setor Norte
787,PE,Afrânio,AFRANIO - CENTRO,POLO DE AFRANIO,"Av.Dom Malan, ao lado da BR 407",s/n,Centro,56360000,
789,SC,Praia Grande,PRAIA GRANDE - CENTRO,POLO DE PRAIA GRANDE,Rua Alberto Santos,652,Centro,88990000,Esquina com Rua Geni de Souza
792,SC,Criciúma,CRICIUMA - COMERCIARIO,POLO UAB DE CRICIUMA,Rua da República,67,Comerciário,88802420,Colégio Estadual Sebastião Toledo dos Santos - Ala nova
793,SC,Joinville,JOINVILLE - CENTRO,POLO UAB DE JOINVILLE,Rua Luiz Niemeyer,54,Centro,89201060,8º andar
794,SC,Tubarão,TUBARAO - HUMAITA DE CIMA,POLO UAB DE TUBARAO,Rua Manoel Miguel Bittenourt,589,Humaitá de Cima,88708050,
796,PI,Avelino Lopes,AVELINO LOPES - CENTRO,POLO DE APOIO PRESENCIAL DA UAB/PI DE AVELINO LOPES - PIAUI,Praça Nossa Senhora das Mercês,,Centro,64965000,
797,PI,Jaicós,JAICOS - CENTRO,POLO DE APOIO PRESENCIAL DA UAB/PI DE JAICOS - PIAUI,Rua Deputado Constâncio Carvalho,,Centro,64575000,
798,PI,Pio IX,PIO IX - CENTRO,POLO DE APOIO PRESENCIAL DA UAB/PI DE PIO IX - PIAUI,Rua Alencar Aripe,S/N,Centro,64660000,
799,PI,Redenção do Gurguéia,REDENCAO DO GURGUEIA - SANTO ANTONIO,REDENCAO DO NOGUEIRA,RUA FRANCISCO NOGUEIRA,S/N,SANTO ANTONIO,64915000,
805,BA,Campo Alegre de Lourdes,CAMPO ALEGRE DE LOURDES - CENTRO,POLO UAB CAMPO ALEGRE DE LOURDES,Rua Castro Alves,,Centro,47220000,
808,BA,Macaúbas,MACAUBAS - ALTO ALEXANDRINO,POLO UAB MACAUBAS,Rua Veredinha,,Alto Alexandrino,46500000,
811,BA,Teixeira de Freitas,TEIXEIRA DE FREITAS - SAO JOSE,POLO UAB TEIXEIRA DE FREITAS,Praça Joana Angélica,250,São José,45996115,
813,BA,Juazeiro,JUAZEIRO - SAO GERALDO,POLO UAB JUAZEIRO,Agostinho Muniz,1010,São Geraldo,48905740,A
816,BA,Pintadas,PINTADAS - CENTRO,POLO UAB PINTADAS,Dom Mathias Schimt,s/n,Centro,44610000,Escola Municipal Zilda Dias da Silva
819,AL,Maceió,MACEIO - POCO,"INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DE ALAGOAS -CAMPUS MACEIO",Rua Mizael Domingues,75,Poço,57020600,Campos do IFAL
820,AL,Arapiraca,ARAPIRACA - BOM SUCESSO,CAMPUS ARAPIRACA,Av. Manoel Severino Barbosa,s/n,Bom Sucesso,57309005,(RODOVIA AL-115)
821,AP,Oiapoque,OIAPOQUE - CENTRO,POLO INTERCAMBIO DA UNIVERSIDADE ABERTA DO BRASIL,Rua Lélio Silva ,719,Centro,68980000,
825,RN,Macau,MACAU - PORTO DE SAO PEDRO,POLO UAB DE MACAU,RUA PADRE JOÃO CLEMENTE,S/N,PORTO DE SÃO PEDRO,59500000,
826,RN,Nova Cruz,NOVA CRUZ - NOVA CRUZ,POLO UAB NOVA CRUZ,Rua Assis Chateaubriand,s/n,Nova Cruz,59215000,Campus Universitário da UFRN
829,RN,Currais Novos,CURRAIS NOVOS - CURRAIS NOVOS,POLO DE ENSINO A DISTâNCIA DE CURRAIS NOVOS,CERES - Campus de Currais Novos - Sitio Tororó,,Currais Novos,59380000,
830,RN,Caicó,CAICO - PENEDO,POLO UAB CAICO,Rua José Evaristo,S/N,Penedo,59300000,CERES- Centro de Ensino Superior de Seridó
833,TO,Pedro Afonso,PEDRO AFONSO - SETOR BELA VISTA 1,POLO DE EDUCACAO A DISTANCIA DE PEDRO AFONSO,RUA 05 SETOR BELA VISTA 01,,SETOR BELA VISTA 1,77710000,RUA SOUSA AGUIAR
834,TO,Guaraí,GUARAI - SETOR VANDERLITO,POLO DE EDUCACAO A DISTANCIA DE GUARAI,AVENIDA TOCANTINS,3113,Setor Vanderlito,77700000,
835,PB,João Pessoa,JOAO PESSOA - CENTRO,POLO DE APOIO PRESENCIAL UAB-UEPB CAMPUS V-JOAO PESSOA,Av. Coremas,332,Centro,58013430,
836,PB,Campina Grande,CAMPINA GRANDE - BAIRRO UNIVERSISTARIO,POLO DE APOIO PRESENCIAL UAB-UEPB CAMPINA GRANDE,Rua Joaquim Pereira do Santos,185,Bairro universistário,58429560,
837,PR,Ivaiporã,IVAIPORA - CENTRO,POLO UAB DE IVAIPORA,Praça Milton Pirolo ,385,centro,86870000,prédio
848,PR,Diamante do Norte,DIAMANTE DO NORTE - CRN UEM,POLO UAB DE DIAMANTE DO NORTE,Rodovia PR 182,,CRN UEM,87990000,"Km 01, caixa postal 13"
850,AM,Manaus,MANAUS - CACHOEIRINHA,POLO UAB CEPAN,Avenida Carvalho Leal,1777,Cachoeirinha,69065001,Escola Superior de Ciência da Saúde
852,PR,Céu Azul,CEU AZUL - CENTRO,POLO UAB DE CEU  AZUL,Rua Professor Daniel Muraro,958,Centro,85844000,
853,PR,São Mateus do Sul,SAO MATEUS DO SUL - CENTRO,POLO UAB DE SãO MATEUS DO SUL,Av: Ozy Mendonça de Lima,255,Centro,83900000,
854,PR,Prudentópolis,PRUDENTOPOLIS - BARRO PRETO,POLO UAB UNIVERSIDADE ESTADUAL DO CENTRO-OESTE-UNICENTRO,Av São João,692,Barro Preto,84400000,
855,PR,Dois Vizinhos,DOIS VIZINHOS - CENTRO,POLO UAB SECRETARIA MUNICIPAL DE EDUCACAO,Rua Dedi Barichelo Montagner,,Centro,85660000,
856,SC,Laguna,LAGUNA - PORTINHO,POLO UAB LAGUNA,Rua Vereador Rui Medeiros,,Portinho,88790000,
857,TO,Alvorada,ALVORADA - CENTRO,POLO DE EDUCAçãO A  DISTâNCIA DE ALVORADA,Avenida Peixe ,7,Centro,77480000,Jorge Figueiras
858,PR,Reserva,RESERVA - CENTRO,POLO UAB DE RESERVA,ARI BORBA CARNEIRO,927,CENTRO,84320000,
859,AL,Penedo,PENEDO - CONSTATINO ,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE ALAGOAS - CAMPUS PENEDO ",Rodovia Engenheiro Joaquim Gonçalves,2300,Constatino ,57200000,
860,TO,Araguaína,ARAGUAINA - BAIRRO DA CIMBA,POLO UAB DE ARAGUAINA,RUA PARAGUAI ESQ RUA UXIRAMES S/N,S/S,CIMBA,77814970,
861,RJ,Niterói,NITEROI - FONSECA,POLO UAB - NITEROI,Rua Soares Miranda,77,Fonseca,24130030,quinto andar
862,RJ,Barra do Piraí,BARRA DO PIRAI - QUIMICA,POLO UAB - BARRA DO PIRAI,Doutor Luís Alves Pereira,70,Química,27130140,
863,RJ,Belford Roxo,BELFORD ROXO - PARQUE COLONIAL (JARDIM DO IPE- LOTE XV),POLO UAB - BELFORD ROXO,Rua Isituba,s/n,Parque Colonial (Jardim do Ipê- Lote XV),26180100,
868,TO,Taguatinga,TAGUATINGA - SETOR NORTE,POLO DE EDUCACAO A DISTANCIA DE TAGUATINGA,Rua 11Qd 32 L 01,,Setor norte,77320000,
869,SE,São Cristóvão,SAO CRISTOVAO - ROZA ELZE,POLO DE APOIO PRESENCIAL DA UAB/UFS - SAO CRISTOVAO,Av Marechal Rondon,s/n,Roza Elze,49100000,Cidade Universitaria Prof. Aloisio Campos
872,PR,Ubiratã,UBIRATA - JARDIM SAO PAULO,POLO DE UBIRATA,Prolongamento da Avenida Yolanda Loureiro de Carvalho,1820,Jardim São Paulo,85440000,Prédio compartilhado com a Escola Municipal Professora Lucinéia Ricardo Braciforte.
876,SC,Campos Novos,CAMPOS NOVOS - CENTRO,CAMPOS NOVOS ,RUA CORONEL PEDRO CARLOS,803,Centro,89620000,
877,SC,Caçador,CACADOR - CENTRO,CACADOR,Rua Nereu Ramos,273,Centro,89500000,EEB Paulo Schieffer
878,PE,Carpina,CARPINA - SAO JOSE,ESCOLA JOSE DE LIMA JUNIOR ,Av. Agamenon Magalhães,s/n,São José,55815060,Térreo
879,PE,Petrolina,PETROLINA - VILA EDUARDO,NUCLEO DE TECNOLOGIA EDUCACIONAL  DE PETROLINA ,Monsenhor Ângelo Sampaio,Sn,Vila Eduarda,56300000,GRE - gerência regional de educação
880,PE,Palmares,PALMARES - CENTRO,NUCLEO DE TECNOLOGIA EDUCACIONAL DE PALMARES,Av. José Américo de Miranda,s/n,Centro,55540000,
881,PE,Floresta,FLORESTA - CENTRO,NUCLEO DE TECNOLOGIA EDUCACIONAL - NTE ,Av. Dep. Audomare Ferraz,65,Centro,56400000,Centro
884,SC,Ponte Serrada,PONTE SERRADA - BERTE,PONTE SERRADA,RUA JULIO COLETTI,s/n,Berté,89683000,
888,GO,Jussara,JUSSARA - SAO FRANCISCO,POLO DE APOIO PRESENCIAL EM JUSSARA,Rua W3 Esquina Almirante Barroso,s/n,São Francisco,76270000,Ao lado da Escola Estadual Colégio Dom Bosco
891,PE,Santa Cruz do Capibaribe,SANTA CRUZ DO CAPIBARIBE - CENTRO,ESCOLA PADRE ZUZINHA,Avenida 29 de Dezembro,258,Centro,55190000,
892,PE,Salgueiro,SALGUEIRO - NOSSA SENHORA DAS GRACAS,NTE  SALGUEIRO,Travessa Lourival Sampaio,395,Nossa Senhora das Graças,56000000,
893,PE,Aguas Belas,AGUAS BELAS - CENTRO,ESCOLA  JOAO RODRIGUES CARDOSO,Av. Cel. Alfredo Duarte,S/N,Centro,55340000,
894,PE,Cabrobó,CABROBO - CENTRO,ESCOLA SENADOR PAULO GUERRA,Rua: Dona Brígida de Alencar,S/N,Centro,56180000,
896,PE,Gravatá,GRAVATA - CENTRO,ESCOLA  PROFESSOR ANTONIO FARIAS,RUA QUINTINO BOCAIUVA. ,S/N,CENTRO,55640000,
907,PE,Ouricuri,OURICURI - ZONA URBANA,POLO DE APOIO PRESENCIAL EAD - OURICURI-PE,ESTRADA VICINAL AÇUDE  DO TAMBORIL,S/N,ZONA URBANA,56200000,
909,MG,Ubá,UBA - TRIANGULO,POLO DE APOIO PRESENCIAL DA UAB DE UBA-MG,Av. Olegário Maciel,,Triangulo,36500000,
918,MG,Bom Despacho,BOM DESPACHO - ANA ROSA,POLO DO CENTRO OESTE DA UAB,Avenida Ana Rosa,1555,Ana Rosa,35600000,
919,MG,Passos,PASSOS - PENHA,ESCOLA MUNICIPAL PROFESSSORA AMELIA JABACE,Travessa 18 de setembro,155,Penha,37903048,Escola Municipal Professora Amélia Jabace
921,MG,Aguas Formosas,AGUAS FORMOSAS - CENTRO,POLO UAB DE APOIO PRESENCIAL DE AGUAS FORMOSAS,Travessia São Pedro,185,Centro,39880000,
923,MG,Caratinga,CARATINGA - DARIO GROSSI,POLO UAB DE APOIO PRESENCIAL DE CARATINGA,Maria Alice de Paula,300,Dário Grossi,35304430,
924,MG,Cataguases,CATAGUASES - SANTA CLARA,POLO UAB DE APOIO PRESENCIAL DE CATAGUASES,Av. das Indústrias,450,Santa Clara,36771396,"1 andar, sala 17"
925,MG,Nanuque,NANUQUE - ROMILDA RUAS,POLO UAB DE APOIO PRESENCIAL DE NANUQUE,Rua Governador Valadares,529,Romilda Ruas,39860000,
926,MG,Padre Paraíso,PADRE PARAISO - CORONEL OLINTO VIEIRA,POLO UAB DE APOIO PRESENCIAL DE PADRE PARAISO,Rua do Clube,S/N,Coronel Olinto Vieira,39818000,
935,MG,Minas Novas,MINAS NOVAS - SANTA RITA,POLO UAB DE APOIO PRESENCIAL DE MINAS NOVAS ,RUA TRES,50,SANTA RITA,39650000,
938,MG,Varginha,VARGINHA - VILA BUENO,POLO UAB DE APOIO PRESENCIAL DE VARGINHA,Rua Esmeralda,102,Vila Bueno,37006580,Escola Marista Social Campanha
939,MG,Barão de Cocais,BARAO DE COCAIS - CIDADE NOVA,POLO UAB DE APOIO PRESENCIAL DE BARAO DE COCAIS,"Avenida 1, Rua 4",262,CIDADE NOVA,35970000,
944,MG,Diamantina,DIAMANTINA - CENTRO,POLO DE APOIO PRESENCIAL DE EDUCACAO A DISTANCIA DE DIAMANTINA-MG,Rua da Gloria ,469,Centro,39100000,
945,MG,Frutal,FRUTAL - UNIVERSITARIO,POLO UAB - FRUTAL (FRUTAL/MG),Av Professor Mario Palmério,1001,Universitário,38200000,Bloco B
946,MG,Ituiutaba,ITUIUTABA - CENTRO,POLO ITUIUTABA,Rua 26,425,Centro,38300080,
948,MG,Taiobeiras,TAIOBEIRAS - NOSSA SENHORA DE FATIMA,POLO UAB TAIOBEIRAS,Av. Nossa Senhora de Fátima,530,Nossa Senhora de Fátima,39550000,Escola Municipal João da Cruz Santos
949,MG,Turmalina,TURMALINA - VILA NOVA,POLO UAB - ESCOLA FAMÍLIA AGROINDUSTRIAL DE TURMALINA - EFAT,Rua Agenor Godinho,s/n,Vila Nova,39660000,
950,MG,Montes Claros,MONTES CLAROS - JK,POLO DE APOIO PRESENCIAL UAB DE MONTES CLAROS,Rua República do Uruguai,66,JK,39404021,
953,AL,Palmeira dos Índios,PALMEIRA DOS INDIOS - PALMEIRA DE FORA,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE ALAGOAS - CAMPUS PALMEIRA DOS INDIOS",Av. Alagoas,s/n,Palmeira de Fora,57602010,
955,CE,Acaraú,ACARAU - CENTRO,POLO DE ACARAU,Av. João Jaime Ferreira Gomes Filho,547,Centro,62580000,
965,MT,Cáceres,CACERES - MARACANAZINHO,POLO DE CACERES,Rua das Saracuras,S/N,Maracanãzinho,78200000,
975,RN,São Gonçalo do Amarante,SAO GONCALO DO AMARANTE - CONJUNTO AMARANTE,POLO DE SAO GONCALO DO AMARANTE,Rua Cajupiranga ,55,Conjunto Amarante,59290000,
978,PI,Anísio de Abreu,ANISIO DE ABREU - CENTRO,POLO DE ANISIO DE ABREU,Rua Manoel Ribeiro,s/n,Centro,64780000,
979,PI,Barras,BARRAS - CENTRO,POLO DE BARRAS,Rua Fenelon  Cstelo Branco ,s/n,Centro,64100000,
983,PI,Luís Correia,LUIS CORREIA - CENTRO,POLO DE LUIS CORREIA,Rua Afonso Serra ,605,Centro,64220000,
984,PI,Paes Landim,PAES LANDIM - CENTRO,POLO DE PAES LANDIM,Rua 13 de Maio,s/n,Centro,64710000,
987,PI,Regeneração,REGENERACAO - CENTRO,POLO DE REGENERACAO,Rua Gonçalo Nunes,297,Centro,64490000,
990,PI,Teresina,TERESINA - MATINHA,POLO DE TERESINA,Praça Firmina Sobreira - Rua Rui Barbosa,s/n,Matinha,64002190,
997,MT,Água Boa,AGUA BOA - TROPICAL,POLO DE AGUA BOA,Rua 01,2301,Tropical,78635000,
998,MT,Sapezal,SAPEZAL - CENTRO,POLO DE SAPEZAL ,Rua Cascudo esquina com Avenida Dourado,1049,Centro,78365000,
999,RS,Sarandi,SARANDI - SANTA GEMA,POLO UAB DE SARANDI/RS,avenida Santa Gema,,Santa Gema,99560000,
1000,RS,Santa Maria,SANTA MARIA - CAMOBI,POLO UAB DE SANTA MARIA/RS,Av. Roraima,1000,Camobi,97105900,Predio 14
1003,RS,Palmeira das Missões,PALMEIRA DAS MISSOES - VISTA ALEGRE,POLO UAB DE PALMEIRA DAS MISSOES ,Av. Independência ,3751,Vista Alegre,98300000,
1004,CE,Redenção,REDENCAO - CENTRO,REDENCAO,Avenida da Abolição,3,Centro,62790000,Campus Liberdade
