"id","cidade","uf","lat","lng","nome_polo","nome_fantasia","logradouro","numero","bairro","cep","complemento","conceito"
"482","Grossos","RN","-4.95646240","-37.23299790","GROSSOS - BOA ESPERANCA","EDUCA GROSSOS","RUA CORONEL SOLON","10","BOA ESPERANÇA","59675000","","AA"
"487","Guarantã do Norte","MT","-9.82496260","-54.69727740","GUARANTA DO NORTE - CENTRO","UAB-GUARANTA DO NORTE","Av. Alcides Moreno Capelini","555","Centro","78520000","","AA"
"489","Gurupi","TO","-11.72837520","-49.06860830","GURUPI - ZONA RURAL","POLO DE EDUCACAO A DISTANCIA, NO MUNICIPIO DE GURUPI","Rua Badejós","s/n","Zona Rural","77402970","Lote 07, Chácara 69/72","AA"
"491","Humberto de Campos","MA","-2.65560090","-43.56069460","HUMBERTO DE CAMPOS -  BACABEIRA","POLO UAB HUMBERTO DE CAMPOS","RUA SÃO MIGUEL  ","S/N"," BACABEIRA","65180000","","AA"
"492","Ibicuí","BA","-14.74884320","-39.94015500","IBICUI - CENTRO","UNIVERSIDADE ABERTA DO BRASIL - POLO DE IBICUI","Rua Lomanto Júnior","","Centro","45290000","Entrada Norte da Cidade","AA"
"493","Ibotirama","BA","-11.95902940","-43.21344840","IBOTIRAMA - IBOTIRAMINHA","POLO UAB - POLO REGIONAL DE IBOTIRAMA","Rua Boquira","S/N","Ibotiraminha","47520000","","FR"
"495","Igarapé-Miri","PA","-1.06951300","-51.51500770","IGARAPE-MIRI - CIDADE NOVA","POLO UAB-IGARAPE-MIRI: CENTRO DE FORMACAO ACAI","Rua Simplício de Moraes","","Cidade Nova","68300000","","AA"
"498","Ilhéus","BA","-14.79350510","-39.04637970","ILHEUS - MALHADO","POLO UAB - ILHEUS","Av. Governador Roberto Santos","","Malhado","45665000","","AA"
"500","Indaial","SC","-27.00326010","-49.24359980","INDAIAL - CENTRO","POLO UAB-INDAIAL","Rua Marechal Floriano Peixoto","560","Centro","89130000","","AA"
"501","Inhumas","GO","-16.30622090","-49.48728580","INHUMAS - VILA HEITOR","POLO DE APOIO PRESENCIAL DA UAB INHUMAS","Rua 05","153","Vila Heitor","75400000","Praça João Heitor de Paula","AA"
"502","Ipanema","MG","-19.76740380","-41.72082430","IPANEMA - CENTRO","POLO UAB DE IPANENA","RUA SANTOS DUMONT","337","CENTRO","36950000","","AA"
"504","Ipiranga","PR","-24.99988670","-50.55497190","IPIRANGA - CENTRO","POLO DE IPIRANGA","Rua João Ribeiro da Fonseca","74","Centro","84450000","","AA"
"506","Ipueiras","CE","-4.56594950","-40.83740110","IPUEIRAS - CENTRO","CENTRO MULTIFUNCIONAL FRANCISCO CAZUZA SAMPAIO","Rua Coronel José Bento","S/N","Centro","62230000","","NA"
"509","Itaberaba","BA","-12.54774920","-40.22712430","ITABERABA - CENTRO","POLO UAB - ITABERABA ","Av. Rio Branco","367","Centro","46880000","","AA"
"510","Itabuna","BA","-14.78803270","-39.27841780","ITABUNA - LOMANTO JUNIOR","POLO UAB ITABUNA/BA","Av. José Soares Pinheiro","S/Nº   ","Lomanto Junior ","40600013","Prédio do Colégio Modelo Luis Eduardo Magalhães","AA"
"512","Itaguaí","RJ","-22.86414220","-43.77579390","ITAGUAI - CENTRO","POLO UAB/CEDERJ ITAGUAI","R. Dídimo José Batista ","125","Centro","23815000","Colégio Municipal Senador Teotônio Vilella","AA"
"514","Itajaí","SC","-26.92044160","-48.65556350","ITAJAI - FAZENDA","POLO DE APOIO PRESENCIAL GERED/SDR ITAJAI","Av. Sete de Setembro","s/n","Fazenda","88302400","anexo Escola E.B.Nereu Ramos","AA"
"515","Itamarandiba","MG","-17.83149870","-42.78575830","ITAMARANDIBA - FLORESTAL","POLO ITAMARANDIBA","Avenida Jequitinhonha","298","Florestal","39670000","","AA"
"516","Itambé","PR","-23.69609430","-52.00035990","ITAMBE - PARQUE INDUSTRIAL","POLO DE APOIO PRESENCIAL DE ITAMBE","Rua Luis Fedrigo ","3","Parque Industrial","87175000","","AA"
"517","Itapema","SC","-27.10674800","-48.62886420","ITAPEMA - MORRETES","POLO DE APOIO PRESENCIAL BENTO ELOI GARCIA","Rua 402-B","","Morretes","88220000","Prédio Escola Bento Elói Garcia","FR"
"518","Itapetinga","BA","-15.34259210","-40.02228640","ITAPETINGA - CENTRO","PREDIO ESCOLAR JOSE VAZ ESPINHEIRA","Rua Visconde do Rio Branco","s/n","centro","45700000","Prédio","AA"
"520","Itapipoca","CE","-3.22440450","-39.77555710","ITAPIPOCA - COQUEIRO","ITAPIPOCA","RUA JOÃO CORDEIRO","S/N","COQUEIRO","62500000","","AA"
"525","Jaboatão dos Guararapes","PE","-8.06811370","-34.99417490","JABOATAO DOS GUARARAPES - CURADO IV","ESCOLA TÉCNICA ESTADUAL MAXIMILIANO ACCIOLY CAMPOS ","Rua sete","S/N","Curado IV","54270060","","NA"
"526","Jaboticatubas","MG","-19.42591690","-43.67590490","JABOTICATUBAS - SAO VICENTE","UAB-POLO JABOTICATUBAS","Rua Joana de Melo","1300","São Vicente","35830000","","AA"
"527","Jacarezinho","PR","-23.15809470","-49.97771360","JACAREZINHO - CENTRO","UNIVERSIDADE ABERTA DO BRASIL - POLO JACAREZINHO","Rua Costa Júnior","1065","Centro","86400000","Térreo","AA"
"529","Jacundá","PA","-4.65975880","-49.12214140","JACUNDA - SANTA RITA","POLO UAB DE JACUNDA   ","Rua Santa Tereza","s/n","Santa Rita","68590000","","AA"
"530","Jaguarão","RS","37.46955020","140.36560450","JAGUARAO - CENTRO","POLO CIDADE HEROICA DE APOIO PRESENCIAL UAB","rua 3 de outubro","170","centro","9630000","rua","AA"
"531","Jaguariaíva","PR","-24.34397220","-49.73199250","JAGUARIAIVA - CIANE","POLO UAB - JAGUARIAIVA","Rua João Thom","s/n","Cianê","84200000","Condomínio Matarazzo","AA"
"532","Jaguaribe","CE","-6.01899360","-38.73681870","JAGUARIBE - CENTRO","POLO UAB JAGUARIBE / ESCOLA ALICE DIOGENES","Av. 8 de novembro","1087-B","Centro","63475000","","AA"
"533","Janaúba","MG","-15.72881130","-43.40666180","JANAUBA - VEREDAS","POLO JANAUBA","Rua Manoel Bandeira","460","Veredas","39440000","","FR"
"534","Jaú","SP","-22.29371410","-48.55750020","JAU - CENTRO","POLO UAB JAU","Rua Quintino Bocaiúva","532","Centro","17201470","","AA"
"535","Jauru","MT","-15.37761370","-58.87478650","JAURU - CRUZEIRO","POLO UAB DE JAURU - MT","Avenida Padre Nazareno Lanciotti","1820","Cruzeiro","78255000","Núcleo Pedagogico de Jauru-UNEMAT-CEAD","AA"
"536","Jequié","BA","-13.85251280","-40.07876480","JEQUIE - CAMPO DO AMERICA","POLO DE APOIO PRESENCIAL RIO DAS CONTAS DA UNIVERSIDADE ABERTA DO BRASIL","Rua Edgar Santos","S/N","Campo do América","45203200","","FR"
"542","Juína","MT","-11.39934610","-59.47209040","JUINA - SETOR DE SERVICOS","POLO DE JUINA","BR AR1 - Trevo Tangará","","Setor de serviços","78320000","Próximo ao Posto Figueira (antiga Escola Marechal Rondon)","AA"
"543","Juiz de Fora","MG","-21.74902050","-43.35164250","JUIZ DE FORA - LADEIRA","POLO UAB DE JUIZ DE FORA","Rua Maria Perpétua","72","Ladeira","36052560","","AA"
"545","Lagarto","SE","-10.90573880","-37.68122800","LAGARTO - COLONIA TREZE","POLO PRESENCIAL DO MUNICIPIO DE LARGATO - COLONIA TREZE","Pista principal ","s/n","colonia treze","49400000","Zona rural","AA"
"548","Lagoa Santa","MG","-19.64453530","-43.88642260","LAGOA SANTA - SANTOS DUMONT","POLO LAGOA SANTA/MG","Av. Coronel Modestino Gonçalves","90","Santos Dumont","33400000","","AA"
"552","Lapa","PR","-25.73468500","-49.77287570","LAPA - CENTRO","POLO UAB LAPA / PARANA","Rua Eufrasio Cortes","228","Centro","83750000","próximo Câmara Municipal ","AA"
"553","Laranjeiras do Sul","PR","-25.40795040","-52.41347460","LARANJEIRAS DO SUL - ESTRADA PARA PORTO BARREIRA","LARANJEIRAS DO SUL","Av. Deolinda Luz","s/n","Estrada para Porto Barreira","85301000","","AA"
"554","Lavras","MG","-21.26591390","-45.03731710","LAVRAS - CENTRO","POLO UAB DE LAVRAS","Praça Doutor Jorge","130","Centro","37200000","Escola Álvaro Botelho","AA"
"557","Linhares","ES","-19.38000180","-40.06244550","LINHARES - NOVO HORIZONTE","POLO UAB DE LINHARES","Avenida Presidente Costa e Silva","155","NOvo Horizonte","29902120","","AA"
"560","Lucas do Rio Verde","MT","-12.96526510","-56.11422530","LUCAS DO RIO VERDE - JARDIM PRIMAVERA","LUCAS DO RIO VERDE-MT","Rua: Cedro","61","Jardim Primavera","78455000","S","AA"
"561","Luzilândia","PI","-3.65108400","-42.35448310","LUZILANDIA - CENTRO","POLO DE APOIO PRESENCIAL DE LUZILANDIA","Rua João Quariguazi","409","Centro","64160000","","AA"
"562","Macapá","AP","0.04123240","-51.07064950","MACAPA - CENTRO","POLO UNIVERSITARIO EQUADOR","Avenida Fab","91","CENTRO","68900073","Escola Estadual Professor Gabriel Almeida Café","AA"
"564","Magé","RJ","-22.63379450","-43.13595420","MAGE - CENTRO","POLO UAB - MAGE","Av. Padre Anchieta","163","Centro","25900000","--------------------------------------------------","AA"
"565","Manaquiri","AM","-3.91488230","-60.86093580","MANAQUIRI - MANAQUIRI","POLO UNIVERSITARIO DE MANAQUIRI","Rua Silvino Raimundo","","Manaquiri","69435000","","NA"
"567","Mantena","MG","-18.70789420","-41.07971720","MANTENA - CENTRO","POLO DE APOIO PRESENCIAL","Rua Manoel Amancio","171","Centro","35290000","","AA"
"568","Marabá","PA","-5.36335140","-49.12171480","MARABA - AMAPA","POLO UAB/MARABA","Av. Hiléia","s/n°","Amapá","68502100","Agrópolis do INCRA","AA"
"570","Maranguape","CE","-3.89489060","-38.69001770","MARANGUAPE - GUABIRABA","CVT DE MARANGUAPE - POLO UAB DE MARANGUAPE","Walter Lopes","149","Guabiraba","61940570","Escola Municipal do Rio Grande do Norte","AA"
"571","Marcelino Vieira","RN","-6.30563630","-38.18997820","MARCELINO VIEIRA - CENTRO","POLO DE APOIO PRESENCIAL DE MARCELINO VIEIRA","Rua Nossa Senhora de Fátima","3","Centro","59970000","","AA"
"572","Marcos Parente","PI","-7.07046840","-43.90551550","MARCOS PARENTE - CENTRO","POLO UAB - MARCOS PARENTE","Rua Landri Sales","s/n°","Centro","64845000","","AA"
"574","Matão","SP","-21.61177050","-48.34938920","MATAO - JARDIM BUSCARDI","POLO UAB - MATAO","Av. Rincão","598","Jardim Buscardi","15991210","","AA"
"575","Mateiros","TO","-10.38536670","-46.43930540","MATEIROS - CENTRO","POLO DE APOIO PRESENCIAL DA UAB DE MATEIROS","Av. Maranhão ","s/n","Centro ","77593000","Escola Municipal Estefânio Telles Chagas","AA"
"576","Mauriti","CE","-7.40231740","-38.73681870","MAURITI - SERRINHA","POLO DE APOIO PRESENCIAL DE MAURITI","Rua Padre Argemiro Rolim de Oliveira","s/n","Serrinha","63210000","anexo Centro Educacional de Mauriti","AA"
"578","Mineiros","GO","-17.63645990","-52.78841710","MINEIROS - IORES","POLO UNIVERSITARIO DE MINEIROS - GO","Rua Cabeceira Alta","","Ióres","75830000","Qd.20    Lt. 08","AA"
"579","Miranda","MS","-20.10940380","-56.65138530","MIRANDA - COAHB","PROFESSORA MAROLI VICENTE JULIO","Rua Carandá","300","Coahb","79380000","","AA"
"580","Mirandópolis","SP","-21.10941220","-51.13763170","MIRANDOPOLIS - PAULICEIA","POLO UAB - MIRANDOPOLIS","Rua Anchieta","720","Paulicéia","16800000","Prédio Escolar","NA"
"581","Missão Velha","CE","-7.30922430","-39.13355490","MISSAO VELHA - CENTRO","CVT DE MISSAO VELHA","Rua Cel. José Dantas","s/n","Centro","63200000","","NA"
"582","Monsenhor Gil","PI","-5.58656530","-42.59016720","MONSENHOR GIL - CENTRO","POLO DE MONSENHOR GIL - PI","Av. Joel Mendes","650","Centro","64450000","","AA"
"586","Natal","RN","-5.81326710","-35.23066220","NATAL - NOSSA SENHORA DE NAZARE","POLO NATAL","AV CEL ESTEVAM","3705","NOSSA SENHORA DE NAZARÉ","59060200","","AA"
"588","Nina Rodrigues","MA","-3.38441140","-43.82909880","NINA RODRIGUES - CENTRO","POLO TECNOLOGICO UAB2 - ANEXO RAIMUNDO DE OLIVEIRA CORREA","Travessa Interventor Coronel Siqueira","5","Centro","65450000","Pédio","AA"
"589","Nossa Senhora da Glória","SE","-10.18341520","-37.51080910","NOSSA SENHORA DA GLORIA - SILOS","POLO UAB - NOSSA SENHORA DA GLORIA","Rodovia Engenheiro Jorge Neto","","Silos","49680000","KM 03","FR"
"590","Nossa Senhora das Dores","SE","-10.46309930","-37.23299790","NOSSA SENHORA DAS DORES - CENTRO","POLO PRESENCIAL PROFESSORA LUCIA SANTANA OLIVEIRA","praça Joel Nascimento","s/n","centro","49600000","","FR"
"593","Nova Iguaçu","RJ","-22.75613190","-43.46074190","NOVA IGUACU - CENTRO","POLO UAB - NOVA IGUACU","Rua Doutor Paulo Fróes Machado","38","Centro","26255170","Antigo Forum","AA"
"594","Nova Mamoré","RO","-10.35559230","-64.62142810","NOVA MAMORE - CIDADE NOVA","POLO UAB DO MUNICIPIO DE NOVA MAMORE","Av. Raimundo Fernandes","2288","Cidade Nova","76857000","","AA"
"595","Nova Santa Rosa","PR","-24.44205610","-53.93240480","NOVA SANTA ROSA - CENTRO","POLO DE NOVA SANTA ROSA","Av. Tucunduva","1033","centro","85930000","","FR"
"598","Nova Xavantina","MT","-14.56234230","-52.44654740","NOVA XAVANTINA - JARDIM ALVORADA","POLO EDUCACIONAL DE APOIO PRESENCIAL UAB NOVA XAVANTINA","Rua Oscar Niemayer","185","Jardim Alvorada","78690000","Nova Xavantina","AA"
"599","Novo Hamburgo","RS","-29.70039050","-51.13193270","NOVO HAMBURGO - CENTRO","POLO DA UNIVERSIDADE ABERTA EM NOVO HAMBURGO","Av. Pedro Adams Filho","4918","Centro","93320006","2º e 3º andares","AA"
"600","Oeiras","PI","-7.03862320","-42.15727020","OEIRAS - CENTRO","UESPI-CAMPUS PROFESSOR POSSIDONIO QUEIROZ","Av. Candido Martins","67","Centro","64500000","","AA"
"602","Orós","CE","-6.24016760","-38.94593260","OROS - CENTRO","POLO UAB PE. DJALVO BEZERRA DE ALENCAR","Travessa Dr. Rosevaldo","S/N","Centro","63520000","Vizinho ao Dançódromo Beira Rio","AA"
"604","Otacílio Costa","SC","-27.49193420","-49.97771360","OTACILIO COSTA - FATIMA","POLO DE APOIO PRESENCIAL UAB OTACILIO COSTA","Rua Pedro Álvares Cabral","103","Fátima","88540000","","FR"
"605","Ouro Preto","MG","-20.32920920","-43.56069460","OURO PRETO - CENTRO","POLO UAB OURO PRETO","Rua Teixeira Amaral ","91","Centro","35400000","Casa","FR"
"607","Palhoça","SC","-27.63789040","-48.65131630","PALHOCA - PONTE DO IMARUIM","POLO DE APOIO PRESENCIAL/UFSC /PALHOCA","Rua João Pereira dos Santos","305","Ponte do Imaruim","88130475","","AA"
"610","Palmeira","PR","-25.47437350","-50.05984500","PALMEIRA - CENTRO","POLO DA UAB DE PALMEIRA","Rua Jesuino Marcondes","200","Centro","84130000","Prédio","AA"
"611","Palmital","PR","-24.87248980","-52.23371840","PALMITAL - VILA PARQUE JUNIOR","POLO DE APOIO PRESENCIAL/UAB DE PALMITAL","Rua Parigot de Souza","S/N","Vila Parque Júnior","85270000","Escola Municipal Catarina K. Costa","AA"
"612","Palmitos","SC","-27.09327070","-53.17497260","PALMITOS - CENTRO","POLO DE APOIO PRESENCIAL UAB- PALMITOS","Av. Brasil","s/n","Centro","89887000","","AA"
"613","Panambi","RS","-28.28800890","-53.50018820","PANAMBI - CENTRO","POLO PRESENCIAL UNIVERSIDADE ABERTA DO BRASIL","Rua Hermann Mayer","43","centro","98208000","2º Piso","AA"
"614","Paragominas","PA","-2.97543060","-47.36526130","PARAGOMINAS - JK","POLO DE PARAGOMINAS","Rua Casimiro de abreu","24","JK","68625970","Próx. Igreja","AA"
"617","Parnamirim","RN","-5.92616720","-35.26560050","PARNAMIRIM - COHABINAL","PARNAMIRIM","rua castor vieira régis","424","cohabinal","59140670","","AA"
"619","Patos de Minas","MG","-18.59016510","-46.51776480","PATOS DE MINAS - CENTRO","POLO UAB PATOS DE MINAS","Rua Olegário Maciel","113","Centro","38700126","Junto ao Ministério de Educação","AA"
"621","Paulo Afonso","BA","-9.40612510","-38.21637170","PAULO AFONSO - PANORAMA","POLO UAB - PAULO AFONSO","Av. Antonio Carlos Magalhães","11","Panorama","48600000","","AA"
"623","Pedra Azul","MG","-15.92804170","-41.16025970","PEDRA AZUL - CENTRO","POLO UAB - DR. GILBERTO ANTUNES DE ALMEIDA","Av. Dr. Antero de Lucena Ruas","525","Centro","39970000","","AA"
"627","Peruíbe","SP","-24.22907970","-46.99994710","PERUIBE - BALNEARIO STELLA MARIS","UAB POLO PERUIBE","Rua Rio de Janeiro","310","Balneário Stella Maris","11750000","","AA"
"629","Picos","PI","-7.07906850","-41.43409500","PICOS - JUNCO","POLO DE APOIO PRESENCIAL EAD/UAB PICOS-PI","Avenida Senador Helvidio Nunes","S/N","Junco","64607760","Campus Professor Barros Araújo","AA"
"631","Pinhão","PR","-25.81781860","-51.64128260","PINHAO - CENTRO","POLO UNIVERSITARIO DE PINHAO","Avenida Trifon Hanysz","244","centro","85170000","","AA"
"633","Piquet Carneiro","CE","-5.85804640","-39.44502810","PIQUET CARNEIRO - CENTRO","POLO SRA ANTONIA ALVES DE LIMA","Rua Zacarias Pinheiro","s/nº","Centro","63605000","","FR"
"635","Piripiri","PI","-4.33831280","-41.84020540","PIRIPIRI - PETECAS","UESPI-CAMPUS PROFESSOR ANTONIO GIOVANNE ALVES DE SOUSA","Av. Marechal Castelo Branco","180","Petecas","64260000","","AA"
"638","Pompéu","MG","-19.15774300","-44.92533540","POMPEU - PARAÍSO ","POLO DE APOIO PRESENCIAL UAB-POMPEU","Rodovia MG 164 - Km 63","0","Paraíso ","35640000","","AA"
"640","Ponta Grossa","PR","-25.09852060","-50.14698230","PONTA GROSSA - UVARANAS","ESCOLA MUL. CEL. CLAUDIO GONCALVES GUIMARAES","Rua Bonifácio Ribas","240","Uvaranas","84025155","","AA"
"646","Porto Murtinho","MS","-20.99934800","-57.28186250","PORTO MURTINHO - CENTRO","POLO DE FORMACAO ACADEMICA DE PORTO MURTINHO","Av. Larangeira","264","centro","79280000","Prédio da antiga prefeitura","AA"
"647","Porto Nacional","TO","-10.70688450","-48.41353120","PORTO NACIONAL - CENTRO","POLO DE APOIO PRESENCIAL DE PORTO NACIONAL","Rua Getúlio Vargas","","Centro","77013020","Esquina com a rua Bartolomeu Bueno","AA"
"649","Porto Velho","RO","-8.76363610","-63.90746420","PORTO VELHO - CENTRO","CENTRO DE FORMACAO DE PROFISSIONAIS DA EDUCACAO","Rua José do Patrocinio","512","Centro","76801050","entre ruas Rogério Weber com Euclides da Cunha","AA"
"650","Posse","GO","-14.22632400","-46.43930540","POSSE - CENTRO","POLO UAB - POSSE-GO","Rua:  DR. Antônio Marcos Gouveia","89","Centro","73900000","","AA"
"651","Pouso Redondo","SC","-27.28335450","-49.99823600","POUSO REDONDO - PROGRESSO","POLO DE POUSO REDONDO","Avenida 1º de Maio","","Progresso","89172000","","AA"
"652","Propriá","SE","-10.24759730","-36.81426050","PROPRIA - AMERICA","POLO PROF MANOEL FERREIRA ROCHA - PROPRIA","Rua América II","","America","49900000","","FR"
"653","Quiterianópolis","CE","-5.87947930","-40.75640020","QUITERIANOPOLIS - SANTA CLARA","POLO DE EDUCACAO SEMIPRESENCIAL JOAO LOPES CAVALCANTE - UAB/QUITERIANOPOLIS","Avenida Santa Clara","s/n","Santa Clara","63650000","Entrada da Cidade,proximo ao Posto SC","FR"
"656","Recife","PE","-8.05672410","-34.88732700","RECIFE - MADALENA","POLO MUNICIPAL ITINERANTE DO RECIFE","Rua Real da Torre","229","Madalena","50050390","","AA"
"661","Rio das Flores","RJ","-22.17488420","-43.59912800","RIO DAS FLORES - CENTRO","POLO UAB - RIO DAS FLORES","Rua Cel. Eurico de Lacerda Castro","12","Centro","27660000","","AA"
"662","Rio das Ostras","RJ","-22.46508170","-41.93948920","RIO DAS OSTRAS - ZONA ESPECIAL DE NEGOCIOS- ZEN","POLO RIO DAS OSTRAS","rua do Engenheiro","","Zona Especial de Negócios- ZEN","28890000","quadra, f lt 9C","AA"
"664","Rio Negro","PR","-26.11305930","-49.67072050","RIO NEGRO - SEMINARIO","RIO NEGRO/PR","Rua Juvenal Ferreira Pinto","2070","Seminário","83880000","Prédio","AA"
"667","Rosário do Sul","RS","-30.29248990","-55.04933750","ROSARIO DO SUL - CENTENARIO","POLO DE APOIO PRESENCIAL UAB DE ROSARIO DO SUL","AV. RAFAEL GONÇALVES","435","CENTENÁRIO","97590000","Anexo a Escola M. E. Fundamental PROF LEÃO WARREN","AA"
"669","Santa Inês","MA","-3.80580890","-45.46864310","SANTA INES - SABBAK","UNIVERSIDADE ABERTA DO BRASIL ''VALE DO PINDARE E REGIAO''","RUA SANTA LUZIA ","55","SABBAK","65300000","","AA"
"671","Santa Isabel","SP","33.98461990","130.95995010","SANTA ISABEL - TREZE DE MAIO","SANTA ISABEL-SP","Rua Fernandes Cardoso","240","Treze de Maio","7500000","Escola Municipal Oscar Ferreira de Godoy","AA"
"672","Santa Isabel do Rio Negro","AM","-0.27255260","-65.47573600","SANTA ISABEL DO RIO NEGRO - SAO JUDAS TADEU","ESCOLA TEM. BRIGADEIRO EDUARDO GOMES","Avenida Eduardo Gomes","","São Judas Tadeu","69740000","","AA"
"674","Brasília","DF","-3.84312130","-38.61514360","BRASILIA - SANTA MARIA","DF DIGITAL - SANTA MARIA","QUADRA CENTRAL 01 CONJUNTO H         ","8","SANTA MARIA","72535080","AVENIDA  ALAGADOS","NA"
"677","Santa Quitéria do Maranhão","MA","-3.28265760","-42.94169800","SANTA QUITERIA DO MARANHAO - MUTIRAO","PE. AMERICO DE OLIVEIRA HENRIQUES","João de Deus","S/N","Mutirão","65540000","Rua","AA"
"678","Santa Teresa","ES","-19.84869060","-40.59405650","SANTA TERESA - CENTRO","POLO UAB DE SANTA TERESA - CENTRO DE FORMACAO CONTINUADA DE PROFESSSORES","Avenida Jerônimo Vervloett","145","Centro","29650000","","AA"
"683","Santo Antônio dos Lopes","MA","-4.86651910","-44.36567130","SANTO ANTONIO DOS LOPES - CENTRO","POLO UAB PROFESSORA CLAUDETE - SANTO ANTONIO DOS LOPES","Rua 07 de Setembro","","Centro","","","FR"
"684","Santo Estêvão","BA","-12.47542520","-39.25832930","SANTO ESTEVAO - CENTRO","POLO DE APOIO PRESENCIAL -UAB  SANTO ESTEVAO-BA","Rua Desembargador Felinto Bastos","S/N","Centro","44190000","Escola Edivaldo Machado Boaventura","AA"
"685","Santos","SP","-23.94055970","-46.32115180","SANTOS - VILA NOVA","POLO UAB-SANTOS","Rua Sete de Setembro","34","Vila Nova","11013350","","AA"
"686","São Bento","PB","-6.45253590","-37.48947760","SAO BENTO - CICERO DIAS","POLO DE SAO BENTO","Rua Joaquim Ferreira Lúcio","213","Cícero Dias","58865000","","AA"
"687","São Bento do Sul","SC","-26.24519110","-49.34955850","SAO BENTO DO SUL - CENTENARIO","POLO UAB - SAO BENTO DO SUL","Luiz Fernando Hastreiter","180","Centenário","89283081","","AA"
"694","São João da Boa Vista","SP","-21.96732160","-46.79532770","SAO JOAO DA BOA VISTA - CENTRO","POLO REGIONAL DE EXCELENCIA TECNOLOGICA DE SAO JOAO DA BOA VISTA","Rua Riachuelo","444","Centro","13870234","","AA"
"695","São João da Ponte","MG","-15.90841050","-43.86732220","SAO JOAO DA PONTE - INDUSTRIAL","POLO DA UAB-SAO JOAO DA PONTE","Travessa Antonio Magalhães","29","Industrial","39430000","Em frente ao Banco do Brasil/ Prédio da FUNIR","AA"
"696","São João dos Patos","MA","-6.58503450","-43.59912800","SAO JOAO DOS PATOS - SAO RAIMUNDO","POLO DE APOIO PRESENCIALDE ENSINO SUPERIOR DE SAO JOAO DOS PATOS","Rua Hermes da Fonseca","s/n","SÃO RAIMUNDO","65665000","","AA"
"697","São José","SC","-27.59818560","-48.64489250","SAO JOSE - FORQUILHINHAS","POLO UAB - SAO JOSE/SC","Rua "D"","s/n","Forquilhinhas","88106735","","AA"
"698","São José da Laje","AL","-8.97405240","-36.02408610","SAO JOSE DA LAJE - NOVO CENTRO COMERCIAL","POLO UAB DE SAO JOSE DA LAJE","Rua Eneias Marinho","s/n","Novo Centro Comercial","57860000","","AA"
"699","São José do Rio Preto","SP","-20.81982850","-49.39127140","SAO JOSE DO RIO PRETO - VILA IMPERIAL","POLO UAB - SAO JOSE DO RIO PRETO","Rua General Glicério","3947","Vila Imperial","15015400","","AA"
"707","São Miguel do Oeste","SC","-26.72470250","-53.49865860","SAO MIGUEL DO OESTE - SAO GOTARDO","POLO UAB REGIONAL DE SAO MIGUEL DO OESTE","Rua São Cristovão","700","São Gotardo","89900000","","AA"
"710","São Sepé","RS","-30.20324990","-53.60686460","SAO SEPE - CENTRO","POLO DE EDUCACAO SUPERIOR  SEPE TIARAJU - UAB - SAO SEPE","Rua Coronel Veríssimo","1177","Centro","97340000","","AA"
"711","Sapiranga","RS","-29.58661120","-50.99146540","SAPIRANGA - CENTRO","POLO UNIVERSITARIO DE EDUCACAO A DISTANCIA  DE SAPIRANGA","Rua Padre Réus","273","centro","93800000","","AA"
"712","Sapucaia do Sul","RS","-29.83117770","-51.14935990","SAPUCAIA DO SUL - PARAISO","POLO UAB - SAPUCAIA DO SUL","Atalibio Trindade Figueiredo","4","Paraiso","93220754","","AA"
"713","Sarandi","PR","-23.44531840","-51.85829610","SARANDI - JARDIM INDEPENDENCIA III PARTE","POLO DE APOIO PRESENCIAL  DE SARANDI","Rua Castro Alves","3225","Jardim Independência III parte","87114090","","AA"
"714","Seabra","BA","-12.54446810","-41.84020540","SEABRA - CENTRO","CENTRO EDUCACIONAL DE SEABRA - POLO UAB 18- SEABRA","Av. Franklin de Queiroz","595","Centro","46900000","","AA"
"715","Serafina Corrêa","RS","-28.71718280","-51.91569920","SERAFINA CORREA - GRAMADINHO/ SANTA LUCIA","ESCOLA MUNICIPAL DE ENSINO FUDAMENTAL LEONORA MARCHIOR","Rua Minuano","135","Gramadinho/ Santa Lúcia","99250000","","AA"
"716","Serrana","SP","-21.21051660","-47.62583600","SERRANA - JARDIM CRISTINA","OFICINA CULTURAL YOLANDA MINTO DUZZI","Rua Santa Cruz","1725","Jardim Cristina","14150000","","AA"
"719","Sete Lagoas","MG","-19.44826820","-44.22019800","SETE LAGOAS - DISTRITO INDUSTRIAL","POLO DE APOIO PRESENCIAL DE SETE LAGOAS","Av. Prefeito Alberto Moura ","1111","Distrito Industrial","35702383","","AA"
"721","Sítio do Quinto","BA","-10.31327420","-38.18997820","SITIO DO QUINTO - CENTRO","POLO UAB DE APOIO PRESENCIAL SITIO DO QUINTO-BA","Rua Eutímio Pedro de Santana","S/Nº","CENTRO","48565000","CASA","AA"
"724","Sorriso","MT","-12.97875000","-55.66896360","SORRISO - CENTRO","SORRISO","Avenida Brasil ","850","Centro","78890000","Escola Ivete Lourdes Arenhardt","AA"
"725","Surubim","PE","-7.89751530","-35.76252410","SURUBIM - SAO JOSE","UAB POLO SURUBIM","RUA FREI IBIAPINA","300","SÃO JOSÉ","55750000","PRÓXIMO AO PSF","AA"
"726","Tabira","PE","-7.56187750","-37.51080910","TABIRA - JUREMINHA","TABIRA","Rua São Cristovão ","S/N","Jureminha","56780000","","AA"
